NOM_CARRER,DISTRICTE,SECC_CENS,BARRI,DPOSTAL
Rbla Guipúscoa,10,112,72,8020
Rbla Guipúscoa,10,113,72,8018
Rbla Guipúscoa,10,111,72,8020
Rbla Guipúscoa,10,114,72,8020
Rbla Guipúscoa,10,119,72,8020
Rbla Guipúscoa,10,115,72,8020
Rbla Guipúscoa,10,131,73,8020
Rbla Guipúscoa,10,139,73,8020
Rbla Guipúscoa,10,138,73,8020
Rbla Guipúscoa,10,34,65,8018
Rbla Guipúscoa,10,120,72,8020
Rbla Guipúscoa,10,128,73,8020
Rbla Guipúscoa,10,140,73,8020
Rbla Guipúscoa,10,143,73,8020
Rbla Guipúscoa,10,112,72,8020
Rbla Guipúscoa,10,118,72,8020
Rbla Guipúscoa,10,130,73,8020
Rbla Guipúscoa,10,113,72,8018
Rbla Guipúscoa,10,110,72,8018
Rbla Guipúscoa,10,129,73,8020
Guitert,1,38,3,8003
Guitert,1,34,3,8003
Guitert,1,34,3,8003
Guitert,1,38,3,8003
Gustavo Bécquer,6,6,28,8023
Gustavo Bécquer,6,4,28,8023
Gustavo Bécquer,6,12,28,8023
Gutenberg,6,10,28,8035
Gutenberg,6,9,28,8035
Gutenberg,6,10,28,8035
Gutenberg,6,9,28,8035
Ptge Gutenberg,1,1,1,8001
Ptge Gutenberg,1,1,1,8001
Ptge H Zona Franca,3,25,12,8040
Ptge H Zona Franca,3,25,12,8040
Haití,6,17,29,8023
Haití,6,17,29,8023
Hartzenbusch,3,63,16,8014
Hartzenbusch,3,63,16,8014
Hartzenbusch,3,99,18,8014
Hedilla,7,107,43,8031
Hedilla,7,108,43,8031
Hedilla,7,109,43,8031
Hedilla,7,105,43,8031
Hedilla,7,108,43,8031
Hedilla,7,106,43,8031
Hedilla,7,103,43,8031
Hèrcules,1,26,2,8002
Hèrcules,1,26,2,8002
Csta St Bartomeu Q,4,56,21,8034
Csta St Bartomeu Q,4,56,21,8034
Germans Serra,10,86,70,8019
Germans Serra,10,85,70,8019
Germans Serra,10,86,70,8019
Pl Germans Serra,10,85,70,8019
Pl Germans Serra,10,85,70,8019
Hernán Cortés,10,41,65,8018
Hernán Cortés,10,41,65,8018
Herois del Bruc,4,56,21,8034
Herois del Bruc,4,56,21,8034
Pl Prat de la Riba,5,20,24,8017
Lázaro Cárdenas,5,55,26,8017
Lázaro Cárdenas,5,55,26,8017
Ferreria,3,57,16,8014
Ferreria,3,58,16,8014
Ferreria,3,103,18,8014
Ferreria,3,102,18,8014
Ferrers,10,77,69,8019
Ferrers,10,77,69,8019
Hercegovina,5,50,26,8021
Hercegovina,5,78,26,8006
Hercegovina,5,50,26,8021
Hercegovina,5,78,26,8006
Hercegovina,5,77,26,8006
Ptge Hercegovina,5,78,26,8006
Ptge Hercegovina,5,78,26,8006
Ferro,3,25,12,8038
Ferro,3,25,12,8038
Hipòlit Lázaro,6,77,32,8025
Hipòlit Lázaro,6,81,32,8025
Hipòlit Lázaro,6,80,32,8025
Hipòlit Lázaro,6,77,32,8025
Pl Pablo Neruda,2,24,6,8013
Historiador Maians,10,21,64,8026
Historiador Maians,10,23,64,8026
Historiador Maians,10,21,64,8026
Homer,5,89,27,8023
Homer,5,88,27,8023
Homer,5,90,27,8023
Homer,5,89,27,8023
Homer,5,90,27,8023
Hondures,9,64,61,8027
Hondures,9,65,61,8027
Hondures,9,67,61,8027
Hondures,9,64,61,8027
Hondures,9,66,61,8027
Hondures,9,67,61,8027
Horaci,5,46,25,8022
Horaci,5,31,25,8022
Horaci,5,46,25,8022
Horaci,5,31,25,8022
Horitzontal,8,27,45,8016
Horitzontal,8,30,45,8016
Horitzontal,8,30,45,8016
Forn,3,49,15,8014
Forn,3,49,15,8014
Ptge Hort Velluter,1,52,4,8003
Ptge Hort Velluter,1,52,4,8003
Hort de la Vila,5,8,23,8017
Hort de la Vila,5,28,24,8017
Hort de la Vila,5,11,23,8017
Hort de la Vila,5,28,24,8017
Horta,7,117,43,8031
Horta,7,118,43,8032
Horta,7,115,43,8032
Horta,7,113,43,8032
Horta,7,112,43,8032
Horta,7,117,43,8031
Horta,7,115,43,8032
Horta,7,111,43,8032
Horta,7,112,43,8032
Bonaventura Gisper,10,135,73,8020
Bonaventura Gisper,9,62,61,8020
Bonaventura Gisper,9,61,61,8027
Bonaventura Gisper,10,135,73,8020
Bonaventura Gisper,9,19,60,8030
Ctra Hta Cerdany,7,103,43,8035
Ctra Hta Cerdany,7,103,43,8035
Hortal,7,62,37,8032
Hortal,7,63,37,8032
Hortal,7,61,37,8032
Hortal,7,62,37,8032
Hortal,7,63,37,8032
Hortènsia,3,42,14,8004
Hortènsia,3,42,14,8004
Hospital,1,6,1,8001
Hospital,1,7,1,8001
Hospital,1,10,1,8001
Hospital,1,11,1,8001
Hospital,1,19,1,8001
Hospital,1,11,1,8001
Ptge Hospital,1,19,1,8001
Ptge Hospital,1,19,1,8001
Av Vallcarca,6,1,28,8023
Av Vallcarca,6,7,28,8023
Av Vallcarca,6,6,28,8023
Av Vallcarca,6,10,28,8023
Av Vallcarca,6,2,28,8023
Av Vallcarca,6,3,28,8023
Av Vallcarca,6,4,28,8023
Av Vallcarca,6,6,28,8023
Av Vallcarca,6,12,28,8023
Av Vallcarca,6,11,28,8023
Hostafrancs de Sió,3,52,15,8014
Hostafrancs de Sió,3,53,15,8014
Hostal d'en Sol,1,26,2,8002
Hostal d'en Sol,1,26,2,8002
Hostalric,8,49,47,8031
Hostalric,8,49,47,8031
Huelva,10,113,72,8020
Huelva,10,114,72,8020
Huelva,10,115,72,8020
Huelva,10,117,72,8020
Huelva,10,131,73,8020
Huelva,10,132,73,8020
Huelva,10,113,72,8018
Huelva,10,112,72,8020
Huelva,10,111,72,8020
Huelva,10,114,72,8020
Huelva,10,119,72,8020
Huelva,10,118,72,8020
Huelva,10,131,73,8020
Huelva,10,115,72,8020
Hortes,3,17,11,8004
Hortes,3,17,11,8004
Hort de la Bomba,1,4,1,8001
Hort de la Bomba,1,8,1,8001
Hort de Sant Pau,1,4,1,8001
Pl Osca,3,106,18,8014
Pl Osca,3,106,18,8014
Hug de Rocabertí,4,10,19,8014
Hug de Rocabertí,4,10,19,8014
Hurtado,5,97,27,8023
Hurtado,5,96,27,8022
Hurtado,5,98,27,8023
Hurtado,5,96,27,8022
Vitrària,5,3,22,8017
Vitrària,5,3,22,8017
Ibèria,3,101,18,8014
Ibèria,3,101,18,8014
Pl Ibèria,3,102,18,8014
Pl Ibèria,3,101,18,8014
Pl Ibèria,3,101,18,8014
Pl Ibèria,3,102,18,8014
Pl Eivissa,7,117,43,8032
Pl Eivissa,7,118,43,8032
Pl Eivissa,7,117,43,8031
Pl Eivissa,7,117,43,8032
Pl Eivissa,7,118,43,8032
Pl Eivissa,7,117,43,8032
Pl Eivissa,7,117,43,8031
Pl Eivissa,7,118,43,8032
Pl Eivissa,7,118,43,8032
Ivorra,5,13,23,8034
Ivorra,5,13,23,8034
Idumea,7,93,39,8035
Idumea,7,93,39,8035
Ifni,5,17,23,8034
Ifni,5,17,23,8034
Església,6,52,31,8024
Església,6,52,31,8024
Camí Església,7,112,43,8031
Ctra Església,5,2,22,8017
Ctra Església,5,1,22,8017
Ctra Església,5,2,22,8017
Cro Ca l'Iglésies,7,102,42,8035
Cro Ca l'Iglésies,7,102,42,8035
Ptge Iglésias,10,56,68,8005
Ptge Iglésias,10,56,68,8005
Pl Ignasi Juliol,10,115,72,8020
Pl Ignasi Juliol,10,116,72,8020
Pl Ignasi Juliol,10,116,72,8020
Can Ros,9,75,62,8027
Can Ros,9,75,62,8027
Igualada,6,59,31,8012
Igualada,6,58,31,8012
Ptge Igualtat,2,38,6,8025
Ptge Igualtat,2,38,6,8025
Pl Ildefons Cerdà,3,36,13,8038
Pl Ildefons Cerdà,3,64,16,8014
Pl Ildefons Cerdà,3,36,13,8038
Pl Ildefons Cerdà,3,64,16,8014
Pl Ildefons Cerdà,3,28,13,8038
Inca,8,40,46,8031
Inca,8,42,46,8031
Independència,10,41,65,8026
Independència,10,18,64,8026
Independència,10,17,64,8026
Independència,10,16,64,8026
Independència,10,15,64,8026
Independència,10,12,64,8026
Independència,10,11,64,8026
Independència,10,9,64,8026
Independència,10,11,64,8026
Independència,10,9,64,8026
Independència,10,8,64,8026
Independència,10,40,65,8026
Independència,10,18,64,8026
Independència,10,17,64,8026
Independència,10,14,64,8026
Independència,10,15,64,8026
Independència,10,12,64,8026
Independència,10,13,64,8026
Independència,10,10,64,8026
Independència,10,9,64,8026
Independència,10,10,64,8026
Independència,10,9,64,8026
Independència,10,7,64,8041
Ptge Independència,10,8,64,8026
Ptge Independència,10,9,64,8026
Indíbil,3,43,14,8004
Indíbil,3,43,14,8004
Indústria,6,64,32,8037
Indústria,6,67,32,8037
Indústria,6,76,32,8025
Indústria,6,74,32,8025
Indústria,2,43,6,8025
Indústria,2,42,6,8025
Indústria,2,41,6,8025
Indústria,2,40,6,8025
Indústria,10,8,64,8025
Indústria,10,7,64,8041
Indústria,10,6,64,8041
Indústria,10,5,64,8041
Indústria,10,4,64,8041
Indústria,9,87,63,8027
Indústria,9,66,61,8027
Indústria,6,68,32,8037
Indústria,6,70,32,8025
Indústria,6,71,32,8025
Indústria,6,73,32,8025
Indústria,2,44,6,8025
Indústria,2,45,6,8025
Indústria,2,46,6,8025
Indústria,2,39,6,8025
Indústria,2,38,6,8025
Indústria,10,8,64,8025
Indústria,10,9,64,8026
Indústria,10,10,64,8026
Indústria,10,6,64,8026
Indústria,10,5,64,8026
Indústria,10,3,64,8026
Indústria,10,4,64,8026
Indústria,9,88,63,8027
Indústria,9,66,61,8027
Ptge G Pareto,10,9,64,8026
Ptge G Pareto,10,9,64,8026
Ptge Lluïsa Vidal,10,9,64,8026
Ptge Lluïsa Vidal,10,9,64,8026
Ptge Indústria C,10,9,64,8026
Ptge Indústria C,10,9,64,8026
Pl Infància,10,108,72,8020
Pl Infància,10,108,72,8020
Av J Tarradellas,3,113,18,8029
Av J Tarradellas,3,114,18,8029
Av J Tarradellas,4,18,19,8029
Av J Tarradellas,4,19,19,8029
Av J Tarradellas,2,126,9,8029
Av J Tarradellas,2,125,9,8029
Av J Tarradellas,2,125,9,8029
Av J Tarradellas,2,112,9,8029
Av J Tarradellas,2,111,9,8029
Av J Tarradellas,2,109,8,8029
Av J Tarradellas,2,110,9,8029
Av J Tarradellas,2,112,9,8029
Av J Tarradellas,2,127,9,8029
Av J Tarradellas,4,17,19,8029
Infanta Isabel,5,32,25,8022
Infanta Isabel,5,32,25,8022
Robínia,5,1,22,8017
Robínia,5,1,22,8017
Immaculada,5,8,23,8017
Immaculada,5,32,25,8017
Immaculada,5,8,23,8017
Immaculada,5,32,25,8017
Lliri,6,27,30,8024
